-2;-2;-2;0;-inf;124;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;-2;-1;0;-inf;123;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;-2;0;0;-inf;122;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;-2;1;0;-inf;121;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;-2;2;0;-inf;120;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;-1;-2;0;-inf;119;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;-1;-1;0;-inf;118;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;-1;0;0;-inf;117;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;-1;1;0;-inf;116;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;-1;2;0;-inf;115;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;0;-2;0;-inf;114;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;0;-1;0;-inf;113;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;0;0;0;-inf;112;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;0;1;0;-inf;111;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;0;2;0;-inf;110;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;1;-2;0;-inf;109;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;1;-1;0;-inf;108;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;1;0;0;-inf;107;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;1;1;0;-inf;106;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;1;2;0;-inf;105;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;2;-2;0;-inf;104;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;2;-1;0;-inf;103;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;2;0;0;-inf;102;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;2;1;0;-inf;101;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-2;2;2;0;-inf;100;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;-2;-2;0;-inf;99;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;-2;-1;0;-inf;98;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;-2;0;0;-inf;97;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;-2;1;0;-inf;96;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;-2;2;0;-inf;95;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;-1;-2;0;-inf;94;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;-1;-1;0;-inf;93;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;-1;0;0;-inf;92;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;-1;1;0;-inf;91;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;-1;2;0;-inf;90;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;0;-2;0;-inf;89;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;0;-1;0;-inf;88;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;0;0;0;-inf;87;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;0;1;0;-inf;86;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;0;2;0;-inf;85;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;1;-2;0;-inf;84;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;1;-1;0;-inf;83;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;1;0;0;-inf;82;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;1;1;0;-inf;81;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;1;2;0;-inf;80;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;2;-2;0;-inf;79;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;2;-1;0;-inf;78;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;2;0;0;-inf;77;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;2;1;0;-inf;76;1;1;0.1;0.5;0.1;0.5;0.9;0.5
-1;2;2;0;-inf;75;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;-2;-2;0;-inf;74;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;-2;-1;0;-inf;73;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;-2;0;0;-inf;72;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;-2;1;0;-inf;71;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;-2;2;0;-inf;70;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;-1;-2;0;-inf;69;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;-1;-1;0;-inf;68;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;-1;0;0;-inf;67;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;-1;1;0;-inf;66;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;-1;2;0;-inf;65;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;0;-2;0;-inf;64;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;0;-1;0;-inf;63;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;0;0;0;-inf;62;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;0;1;0;-inf;61;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;0;2;0;-inf;60;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;1;-2;0;-inf;59;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;1;-1;0;-inf;58;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;1;0;0;-inf;57;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;1;1;0;-inf;56;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;1;2;0;-inf;55;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;2;-2;0;-inf;54;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;2;-1;0;-inf;53;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;2;0;0;-inf;52;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;2;1;0;-inf;51;1;1;0.1;0.5;0.1;0.5;0.9;0.5
0;2;2;0;-inf;50;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;-2;-2;0;-inf;49;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;-2;-1;0;-inf;48;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;-2;0;0;-inf;47;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;-2;1;0;-inf;46;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;-2;2;0;-inf;45;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;-1;-2;0;-inf;44;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;-1;-1;0;-inf;43;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;-1;0;0;-inf;42;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;-1;1;0;-inf;41;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;-1;2;0;-inf;40;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;0;-2;0;-inf;39;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;0;-1;0;-inf;38;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;0;0;0;-inf;37;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;0;1;0;-inf;36;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;0;2;0;-inf;35;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;1;-2;0;-inf;34;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;1;-1;0;-inf;33;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;1;0;0;-inf;32;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;1;1;0;-inf;31;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;1;2;0;-inf;30;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;2;-2;0;-inf;29;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;2;-1;0;-inf;28;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;2;0;0;-inf;27;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;2;1;0;-inf;26;1;1;0.1;0.5;0.1;0.5;0.9;0.5
1;2;2;0;-inf;25;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;-2;-2;0;-inf;24;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;-2;-1;0;-inf;23;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;-2;0;0;-inf;22;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;-2;1;0;-inf;21;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;-2;2;0;-inf;20;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;-1;-2;0;-inf;19;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;-1;-1;0;-inf;18;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;-1;0;0;-inf;17;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;-1;1;0;-inf;16;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;-1;2;0;-inf;15;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;0;-2;0;-inf;14;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;0;-1;0;-inf;13;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;0;0;0;-inf;12;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;0;1;0;-inf;11;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;0;2;0;-inf;10;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;1;-2;0;-inf;9;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;1;-1;0;-inf;8;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;1;0;0;-inf;7;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;1;1;0;-inf;6;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;1;2;0;-inf;5;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;2;-2;0;-inf;4;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;2;-1;0;-inf;3;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;2;0;0;-inf;2;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;2;1;0;-inf;1;1;1;0.1;0.5;0.1;0.5;0.9;0.5
2;2;2;0;-inf;0;1;1;0.1;0.5;0.1;0.5;0.9;0.5
